"","robbbPerPop","pctWhite","kidsBornNevrMarr","pctKidsBornNevrMarr","pctUsePubTrans","pctBlack","pctKids2Par","pctFemDivorc","numForeignBorn","pctAllDivorc","pctForeignBorn","pct2Par","popDensity","pct12.17w2Par","persUrban","pctMaleDivorc","pctImmig.10"
"505",363.15,54.48,1726,5.82,1.14,4.03,64.08,14.28,11426,11.59,31.05,70.16,2084.8,76.73,36793,8.95,16.44
"506",187.37,84.25,1234,4.82,2.28,12.83,68.27,14.55,1312,13.27,3.27,71.07,2130.4,73.25,40148,11.75,1.77
"507",28.18,89.99,47,0.31,6.42,1.44,84.22,11,2166,8.68,10.41,83.51,3148.2,81.51,20816,6.11,3.41
"508",195.03,54.35,498,3.79,3.79,43.71,71.39,13.52,381,11.14,2.05,75.53,2834.7,75.76,18609,8.52,0.69
"509",13.55,91.36,125,0.57,0.92,0.59,85,7.18,2563,6.17,7.82,85.02,2238.5,83.7,32762,5.12,6.02
"510",111.92,93.76,345,1.76,21.8,3.91,85.32,7.72,1718,6.4,6.95,85.93,7276.1,85.87,24727,4.82,1.58
"511",28.39,96.26,407,2.31,2.43,0.69,73.72,7.64,1055,6.31,3.35,73.28,2685.8,73.43,0,4.9,2.25
"512",39.24,62.58,7374,6.41,2.9,33.57,64.41,14.95,6932,12.83,4.08,68.16,2401.8,69.14,170045,10.56,1.6
"513",72.29,71.62,677,5.22,0.25,28.05,60.3,13.39,49,11.29,0.33,67.29,370.6,75.63,0,8.61,0.15
"514",25.84,95.25,161,1.02,8.46,3.04,85.12,7.61,1727,6.24,7.63,86.62,4533.9,82.75,22624,4.69,1.18
"515",237.6,69.05,722,3.86,0.44,9.5,62.07,14.06,2875,12.51,13.98,65.94,1077,78.93,0,10.78,6.8
"516",105.4,70.79,360,2.9,0,2.69,64.97,13.89,2429,11.77,16.73,69.37,2007.6,75.58,0,9.49,6.17
"517",0,90.79,356,3.16,0.18,8.69,65.89,13.79,34,12.14,0.28,69.57,1131.9,74.13,0,9.99,0
"518",209.85,50.05,958,8.87,0.39,45,38.36,15.13,147,12.88,1.26,46.92,1493.5,47.1,0,9.75,0.63
"519",15.99,73.12,184,2.16,0,1.84,60.66,13.17,701,11.07,6.56,65.47,2066.9,48.02,0,8.71,4.03
"520",216.25,76.28,853,4.72,0.14,21.83,62.21,15.91,457,14.65,2,65.89,615.4,70.83,22898,13.33,0.16
"521",77.32,84.02,280,1.83,3.11,5.32,76.13,15.1,2271,13.3,9.29,77.42,1844.6,72.41,24437,11.39,2.59
"522",23.8,98.11,80,0.57,2.02,0.42,88.01,7.61,711,6.45,3.46,88.78,503.9,84.43,15808,5.18,0.37
"523",20.1,86.58,339,2.67,0.69,5.14,64.87,14.9,635,14.39,4.28,71.73,705.5,74.59,0,13.86,1.82
"524",366.59,40.85,2600,4.63,5.99,2,67.3,12.06,38514,10.17,46.91,71.03,10393.2,71.33,82106,8.03,27.14
"525",54.89,93.17,887,3,1.2,6.2,59.35,17.35,351,15.36,0.97,63.66,2625.2,63.21,36322,12.96,0.36
"526",567.46,64.94,2397,9.73,5.05,33.04,47.6,17.38,1215,15.58,3.66,54.67,5063.6,55.13,33187,13.43,1.21
"527",14.51,95.28,63,1.43,0.37,1.92,76.55,5.02,314,4.28,3.09,75.5,2566.9,96.19,0,3.46,1.35
"528",299.15,72.89,528,5.79,0,26.53,53.15,14.46,53,12.65,0.51,58.64,2003.5,60.71,10322,10.32,0.22
"529",74.04,93.59,72,0.53,17.53,1.2,89.53,6.26,2477,5.1,13.3,89.7,1915.8,87.22,18630,3.8,3.66
"530",40.83,97.97,768,1.18,1.76,0.79,79.06,10.64,3610,9.37,4.23,81.43,2322.5,76.32,85427,7.91,0.6
"531",0,98.28,69,0.97,0.59,0.79,84.25,9.64,478,8.09,4.73,85.76,432.1,83.3,0,6.48,1.17
"532",39.67,88.14,166,0.57,10,2.23,87.69,7.2,6093,5.9,13.99,89.38,1910.5,86.79,43548,4.55,5.16
"533",82.21,86.25,1140,1.98,0.06,7.68,71.7,14.93,3010,13.61,4.13,74.27,1504,79.91,72798,12.11,2.86
"534",741.04,62.84,40383,11.24,32.2,25.59,48.77,11.76,114597,10.24,19.95,52.51,11447.7,53.24,574283,8.56,11.03
"535",39.28,98.08,238,1.44,2.78,0.32,76.41,10.26,692,9.67,3.3,76.56,4233.9,76.84,20958,9.01,0.38
"536",3.58,95.98,123,0.65,2.49,0.93,86.01,9.2,1901,7.7,6.81,86.12,524.3,86.15,19758,6.03,1.68
"537",129.5,87.04,242,2.57,3.72,0.39,61.02,16,930,14.83,7.82,62.31,3346.3,66.5,11886,13.58,4.89
"538",15.84,91.16,576,2.44,3.45,4.03,65.3,8.83,4115,7.36,6.79,67.48,3871.8,64.12,60633,5.7,4.85
"539",116.41,72.73,961,2.56,4.19,5.03,70.62,17.16,15539,14.85,23.03,72.73,5410.7,72.37,67460,12.62,14.04
"540",3.61,93.18,56,0.55,0.84,3.25,86.47,9.99,509,8.1,2.78,87.51,930.3,85.84,18157,6.17,0.97
"541",161.1,90.72,2909,2.85,7.74,4.24,72.82,10.81,10906,9.32,5.7,73.9,3196.2,73.97,191262,7.72,3.76
"542",17.7,72.71,237,2.57,0,19.72,62.95,15.39,569,13.71,5.19,66.67,768.4,72.66,0,11.66,3.92
"543",164.72,97.32,496,1.47,1.21,0.92,72.53,12.81,1659,11.67,3.97,74.68,6903,81.52,41832,10.39,0.39
"544",8.9,97.5,214,2.51,1.13,0.73,71.17,13.98,429,12.04,3.81,72.88,1110.1,76.34,11249,9.87,1.28
"545",463.39,69.39,1089,9.82,3.53,25.13,51.21,9.63,1777,8.85,7.15,55.26,5501.8,57.32,24846,7.96,5.33
"546",196.35,45.9,286,2.82,13.96,51.51,64.68,14.46,400,12.05,3,70.14,3814.1,69.75,13334,9.24,0.27
"547",63.12,97.42,312,1.16,7.87,0.6,80.44,8.09,2240,6.81,6.62,81.9,2351.7,83.96,33836,5.32,0.89
"548",24.87,98.07,42,0.45,0.3,1.37,77.33,11.22,202,9.89,1.78,78.63,2301.7,87.5,0,8.22,0
"549",880.79,21.07,2302,17.6,17.9,74.45,39.39,21.42,1298,18.77,6.41,43.05,2035.9,40.64,20236,15.68,5.26
"550",821.72,65.54,6880,9.04,10.61,19.85,57.18,12.97,40594,11.56,36.9,63.73,8617.3,63.06,110002,10.05,17.74
"551",110.96,92.48,381,3.73,0.11,6.75,68.5,15.74,119,13.51,0.87,71.82,716.2,74.16,0,11.07,0.07
"552",119.71,74.96,1509,3.17,1.59,20.9,73.51,12.76,2803,10.59,3.71,77.87,997.3,76.2,75494,8.57,1.32
"553",12.62,98.62,76,0.97,1.69,0.13,88.51,6.7,156,6.57,1.26,90.82,416.1,89.07,12408,6.44,0
"554",783.41,41.15,14804,13.92,10.55,36.01,47.23,14.73,35355,12.67,25.09,55.05,16110.7,56.74,140891,10.4,13.3
"555",267.21,65.53,1250,6.92,0.62,30.92,60.16,13.94,1032,12,3.75,65.66,1251.2,69.48,27529,9.9,1.07
"556",4.69,98.79,100,0.89,0.24,0.39,85.22,9.84,113,8.41,0.61,84.14,1356.3,85.59,0,6.87,0.18
"557",51.95,93.09,198,2.43,2.89,4.07,69.27,15.26,539,13.27,4.81,70.22,2685.8,68.92,11216,10.85,1.75
"558",34.28,91.77,37,0.31,11.77,0.83,87.89,8.79,1808,7.49,10.86,89.79,1275.8,89.35,16642,6.11,1.99
"559",9.65,75.76,579,6.18,0.17,23.65,57.86,13.25,64,12.08,0.62,65.54,1526.5,64.16,10380,10.66,0.41
"560",415.32,67.75,2713,4.56,0.6,8.7,70.53,13.97,14424,11.77,16.48,74.6,2372,75.28,87535,9.47,7.45
"561",84.5,48.24,560,5.41,0.19,0.29,61.17,13.57,2517,10.56,22.4,65.29,3030.7,66.73,0,7.34,12.47
"562",14.47,98.55,47,0.44,0.9,0.01,86.46,7.91,128,6.65,1.14,86.82,1432.6,87.12,0,5.31,0.42
"563",105.32,86.15,564,5.93,0.31,9.61,67.87,14.5,799,12.46,4.68,69.34,992.3,77.71,17076,10.21,2.23
"564",162.17,54.58,805,8.41,0,44.43,44.61,17.1,132,14.42,1.26,52.31,873.5,53.41,0,10.89,0.41
"565",30.56,98.73,51,0.53,0.65,0.42,85.89,9.59,296,8.09,2.17,86.32,383,87.71,13658,6.53,0.27
"566",54.58,87.31,70,1.07,0.2,10.93,87.31,9.49,125,7.66,1.11,86.9,2775.6,77.95,11280,5.65,0.12
"567",7.1,97.72,146,1.18,0.22,0.16,77.55,9.2,129,8.36,0.93,78.07,1418.4,82.19,0,7.35,0.05
"568",14.94,96.66,261,1.25,2.11,0.91,86.82,9.34,769,7.6,2.22,86.28,1925.8,84.53,34598,5.82,1.08
"569",166.97,96.82,292,2.11,0.69,0.22,66.08,16.68,536,15.75,3.15,68.05,2209.7,60.09,0,14.74,1.16
"570",62.16,98.33,43,0.46,1.19,0.55,86.39,9.14,408,7.41,3.63,86.31,3400.1,88.51,11234,5.47,0.41
"571",67.91,94.59,73,1,9.64,0.81,85.57,7.22,1337,6.5,11.64,87.07,7345.3,93.52,11488,5.7,4
"572",23.2,95.34,218,2.5,0,0.75,72.64,12.63,263,11.62,2.24,71.96,2831.1,78.41,0,10.48,1.5
"573",16.66,97.1,136,1.22,0.81,0.06,82.08,7.79,137,7.47,1.14,81.39,2456.7,79.92,11982,7.11,0.58
"574",86.42,86.5,646,1.11,6.81,2.23,78.66,14.05,11548,11.63,13.29,79.33,3175.7,80.28,86878,9.06,6.44
"575",0,97.64,138,2.51,0.91,0.63,76.38,8.1,239,6.96,2.27,74.67,2529.6,80.22,0,5.69,1.08
"576",115.53,95.5,162,1.15,3.83,0.64,71.15,16.74,813,14.68,4.35,71.39,3789.9,74.26,18692,12.35,1.31
"577",26.92,83.06,101,1.68,0,12.22,78.29,6.08,722,4.81,6.5,79.98,1503.5,86.09,0,3.81,4.14
"578",2.99,94.81,473,2.27,0.65,1.8,75.25,11.49,2830,10.15,8.9,77.35,1456.1,81.89,31813,8.74,4.65
"579",215.73,70.17,240,2.39,9.48,19.36,67.37,15.68,3238,13.27,15.35,67.54,3426.9,72.26,21096,10.63,10.33
"580",412.68,73.14,936,4.26,3.65,2.27,64.4,15.89,9410,13.28,30.86,70.11,9422.4,75.47,30491,10.67,18.83
"581",95.17,91.7,162,2.17,0.26,7.02,72.78,11.55,367,10.28,3.57,76.59,1020.1,84.23,8780,8.8,0.8
"582",50.59,91.08,602,4.02,2.01,6.57,68.82,9.04,740,8.14,2.41,70.48,1687.6,77.94,0,7.07,1.49
"583",40,96.77,152,0.66,1.5,1.27,88.04,5.85,3061,4.67,9.57,90.39,1325.9,88.74,32000,3.38,1.61
"584",814.75,53.95,16228,9.92,1.88,43.89,51.66,14.14,6531,12.37,2.97,58.08,2865.6,58.25,219531,10.33,1.64
"585",26.11,92.56,212,1.5,4.45,1.6,79.78,11.67,2980,9.4,13.19,81.5,4137.5,73.4,22591,7.16,8.13
"586",21.91,98.16,177,1.16,0.06,0.07,79.82,8.78,115,8.07,0.65,78.98,1286.7,83.72,0,7.25,0.25
"587",154.47,69.48,533,5.18,0.31,30.21,54.49,14.96,65,13.52,0.58,61.31,1574.2,60.08,0,11.72,0.2
"588",13.44,94.47,295,2.16,0.91,2.83,70.48,10.99,449,9.99,2.04,69.74,1859.9,78.16,0,9.02,0.46
"589",17.27,98.33,115,0.56,0.98,1.09,86.27,9.03,349,8.12,1.24,87.41,819.5,89.49,23336,7.17,0.28
"590",158.91,77.43,1168,8.05,2.29,4.22,53.01,15.21,4886,12.82,27.7,55.94,14073.6,64.47,17637,10.04,13.64
"591",82.51,59.45,722,5.6,0.91,0.39,66.94,10.18,4484,7.91,28.4,72.71,3912.5,75.17,0,5.78,14.99
"592",429.43,83.11,914,3.16,1.06,15.46,58.79,16.04,881,15.04,2.72,63.82,1086.8,64.69,0,13.77,0.51
"593",45.77,91.38,214,1.68,4.13,5.61,73.85,13.29,803,12.43,4.18,75.67,4818.2,78.02,19211,11.49,1.8
"594",165.88,64.71,741,6.48,0.21,26.72,61.06,10.61,1453,15.85,5.2,64.91,1285.9,70.14,0,19.09,2.78
"595",60.51,99.17,67,0.7,0,0,73.4,14.79,56,13.36,0.51,76.93,999.5,86.15,0,11.76,0
"596",24.38,97.67,103,1.02,0.91,0.47,80.25,7.42,144,6.41,1.2,79.91,1582.1,78.39,0,5.3,0.62
"597",99.11,78.71,802,3.27,0.19,7.45,68.59,13.74,1776,11.91,6.1,73.05,1487.3,76.78,0,9.89,2.2
"598",125.22,66.05,60,0.6,0.99,0.25,86.37,6.27,3708,4.4,28.61,89.99,3322.8,81.88,12959,2.35,14.68
"599",34.21,98.46,567,3.01,0.58,0.48,71.04,13.11,696,11.77,2.86,71.75,392.5,74.09,23649,10.27,0.76
"600",36.79,94.6,239,1.43,0.06,4.48,73.88,12.49,401,11.55,1.69,76.78,1575.7,79.09,23756,10.49,0.58
"601",8.03,91.91,189,2.02,0.44,4.86,68.74,12.56,118,12.29,1.02,70.42,1211.1,70.33,0,12.02,0.08
"602",1201.21,17.4,8655,11.89,7.5,51.88,54.18,18.78,31670,15.42,28.9,57.06,11537.1,63.51,109602,11.74,16.29
"603",20.84,97.54,276,2.51,0.35,1.27,72.46,15.22,157,12.72,1.16,73.71,1733.5,80.21,0,10.14,0.37
"604",60.38,97.49,360,2.08,0.34,1.96,71.65,13.3,476,12.04,2.25,73.85,2404.8,76.98,21128,10.56,0.09
"605",228.33,69.82,196,1.4,1.71,3.11,74.91,14.63,5609,12.3,23.43,74.48,6731.2,72.79,23936,9.55,9.16
"606",393.41,41.56,1925,7.97,0.4,57.78,43.81,16.95,238,14.46,0.94,49.17,1859.4,50,0,11.1,0.3
"607",44.43,94.22,2155,2.83,2.18,0.47,73.56,11.47,2318,10.54,2.4,73.03,2124.3,75.84,96466,9.48,1.38
"608",14.58,93.31,99,1.58,0.24,1,66.19,9.84,574,8.36,4.64,66.28,2414.3,66.75,0,6.77,1.44
"609",303.06,79.35,9754,3.66,1.5,13.57,65.86,17.3,11010,15.18,3,68.73,1931.9,70.27,367193,12.78,1.43
"610",89.68,65.95,681,2.7,5.88,17.62,79.53,8.18,8621,6.83,18.31,84.69,2419.6,85.96,47089,5.53,8.9
"611",163.15,93.5,790,2.88,17.59,3.17,69.25,11.38,4039,9.73,11.31,69.68,10186.3,69.9,35701,7.76,3.72
"612",0,97.25,159,1.28,0.6,0.86,82.99,8.83,2463,7.89,14.29,84.2,1445.6,86.52,16384,6.92,2.94
"613",19.93,97.72,254,0.92,0.6,1,75.48,12.41,1889,11,5.35,78.23,1694,72.82,35317,9.46,0.66
"614",55.5,77.61,201,2.4,3.15,9.65,80.8,12.44,2941,10.28,18.22,82.29,3684.7,86.73,16139,8.16,13.53
"615",15.86,97.33,171,1.5,1.88,0.18,78.73,13.17,115,12.12,0.65,78.42,1314.9,81.03,0,11.08,0.2
"616",142.65,96.97,2089,2.99,1.41,0.97,69.45,13.33,6739,12.1,6.77,71.67,2910.9,71.42,99567,10.74,2.01
"617",23.29,98.08,139,0.55,11.79,1.04,88.08,7.38,794,6.35,2.35,88.95,2793.2,87.82,33823,5.2,0.31
"618",118.05,70.94,603,5.65,0.37,24.9,60.79,16.58,656,14.28,5.01,64.15,2389.5,67.45,0,11.73,0.77
"619",0,98.39,279,2.63,0.84,0.69,74.51,11.78,514,10.59,3.4,75.54,1166.8,83.03,739,9.25,0.46
"620",108.71,90.6,611,3.67,0.56,8.45,59.76,16.87,189,15.41,1.11,63.66,1584.9,73.4,0,13.54,0.24
"621",9.22,99.08,111,1.42,0.26,0.35,81.38,8.91,235,7.42,2.26,84.73,340.2,80.03,6275,5.84,0.47
"622",129.99,93.2,201,2.46,0.76,5.52,65.58,15.58,214,13.65,1.64,66.31,2283.7,63.87,0,11.28,0.55
"623",8.05,94.89,80,1.02,0.61,0.75,87.87,8.75,935,7.29,7.84,88,621.2,87.02,9612,5.76,3.82
"624",149.83,83.98,94,1.1,1.17,13.64,75.47,12.11,279,10.63,2.63,76.31,2081.4,79.59,10621,8.88,0.79
"625",80.38,81.3,102,1.02,0.37,17.59,77.62,12.95,226,10.59,1.51,78.04,1269.7,77.05,14967,7.98,0.32
"626",0,84.64,0,0,0.88,1.15,90.18,6.81,2233,5.34,16.53,91.21,2713.3,93.53,13512,3.8,6.51
"627",150.44,92.34,1438,5.5,5.42,6.71,59.36,15.7,367,13.61,1.15,61.82,3468.4,72.07,31933,11.18,0.46
"628",8.47,97.48,54,0.71,0.44,0.76,82.93,7.84,231,6.91,2.1,85.31,684.6,89.36,11005,5.94,0.35
"629",0,99.33,56,0.46,0.53,0.08,87.61,6.01,322,5.67,1.92,89.16,519.7,89.36,16813,5.33,0.26
"630",20.93,93.95,67,0.86,2.86,0.99,69.9,15.55,693,13.2,5.27,72.4,1685,75.61,13138,11.24,2.67
"631",4.02,89.5,70,0.84,0.72,2.29,87.13,10.87,1251,9.15,7.37,87.34,1106.5,82.39,0,7.39,3.97
"632",56.67,98.35,9,0.06,1.73,0.07,86.15,6.39,1383,5.22,7.81,87.48,5241.1,86.45,17715,3.91,1.14
"633",688.14,57.02,6699,7.14,3.24,14.43,63.54,13.43,41589,11.11,31.57,71.83,5570.2,72.57,131723,8.9,17.45
"634",9,96.37,407,1.4,0.91,0.22,78.6,9.43,878,8.74,2.7,78.34,2177.5,80.85,0,7.96,1.68
"635",64.2,81.68,1247,3.18,0.07,2.56,62.96,14.96,2864,13.03,6.41,69.39,1478.6,75.77,0,10.89,2.31
"636",8.39,95.94,74,0.97,0,2.7,73.8,8.55,334,7.69,2.88,87.19,322.8,94.39,0,6.93,0.39
"637",52.69,96.9,139,1.09,3.26,1.7,84.79,7.64,773,6.73,3.9,86.33,672.2,81.29,14660,5.72,0.95
"638",26.66,87.54,257,3.04,0,0.88,65.13,16.67,897,14.64,8.93,65.8,1715.7,77.21,0,12.29,5.66
"639",221.33,78.47,345,8.12,9.72,16.71,65.5,10.76,746,9.6,6.46,64.9,3156.6,71.09,11553,8.26,4.6
"640",28.8,91.5,120,0.54,4.43,0.79,86.92,9.44,3143,7.88,9.4,87.89,3001.9,84.72,33429,6.24,3.12
"641",628.25,64.68,8160,6.51,1.44,33.98,58.75,16.45,3638,14.4,2.07,64.44,1649.7,64.45,175781,11.93,1.03
"642",218.39,46.93,1194,7.18,0,52.56,47.93,16.57,157,14.53,0.9,54.99,1162.3,51.88,0,11.8,0.26
"643",67.59,91.82,398,1.57,0.13,0.82,59.91,17.92,993,16.79,3.42,61.04,1887.3,61.59,29034,15.48,1.2
"644",70.4,76.02,162,1.58,0.24,8.68,64.86,14.37,707,12.03,5.67,70.32,1118.3,76.59,12476,9.45,2.89
"645",236.01,49.83,1237,8.19,0.2,1.16,62.59,14.41,913,12.6,4.77,65.57,1675.5,75.9,0,10.57,1.81
"646",342.68,82.19,3258,6.18,3,15.58,57.24,13.35,3984,12.33,6.44,58.52,4248.1,67.03,61840,11.1,0.66
"647",271.59,79.77,1808,5.11,3.9,14.11,75.33,9.66,4749,8.54,10.54,76.48,1751.5,76.92,44090,7.12,2.31
"648",0,98.01,305,2.51,0.68,0.03,75.46,12.23,257,11.12,1.76,74.45,3283.8,77.72,14638,9.89,0.7
"649",58.37,91.2,45,0.52,1.73,6.45,83.03,9.15,561,8.2,4.58,87.05,2682.6,84.88,12236,7.17,1.19
"650",633.41,62.67,3568,8.65,3.02,34.35,56.29,16.86,1623,14.78,2.31,62.54,1354.9,53.09,70161,13.12,0.92
"651",937.02,62.42,2369,7.52,7.87,31.88,58,17.9,18587,16.08,37.18,61.82,5728.5,62.44,49998,13.98,19.19
"652",31.34,95.37,780,2.05,1.45,0.56,77.8,12.02,1766,10.66,3.1,78.19,3175.3,78.09,56958,9.17,1.02
"653",70.23,98.76,185,1.24,1.69,0.54,76.28,14.04,152,11.76,0.77,78.18,1879.5,73.78,19653,9.17,0.16
"654",15.18,98.55,75,0.62,1.18,0.55,83.15,7.36,678,6.38,3.54,85.52,695.7,87.4,15909,5.3,0.4
"655",110.81,76.87,330,2.91,1.25,22.62,63.1,11.13,178,10.42,1.4,70.42,1461.5,75.95,0,9.46,0.16
"656",245.68,67.76,1125,10.64,0,31.56,59.74,12.86,38,11.24,0.34,63.34,1175.6,74.62,0,9.13,0
"657",362.1,80.5,880,3.38,5.23,14.69,71.55,10.54,1440,9.35,4.15,75.99,3181.5,77.82,34733,8,0.98
"658",7.22,97.97,45,0.49,1.52,0.64,88.75,8.83,241,7.36,1.92,88.38,2599.8,89.89,12551,5.67,0.45
"659",38.41,99.28,66,0.56,0.11,0.2,71.58,13.45,41,12.09,0.31,75.02,825.7,76.04,0,10.33,0.19
"660",57.89,95.02,94,0.98,6.56,1.76,87.77,7.65,939,6.58,6.91,88.9,4770.2,90.49,13597,5.31,2.1
"661",84.72,98.14,227,2.01,2.15,0.56,64.63,14.66,334,13.08,2.58,65.43,3318.2,68.02,0,11.18,0.97
"662",771.31,43.57,16372,10.76,1.86,55.75,50.61,15.27,2006,13.3,1.02,57.38,1741.2,58.36,196594,10.91,0.58
"663",233.2,66,1615,5.59,2.57,3.84,62.64,14.51,12198,12.21,29.51,69.33,4433,69.02,41333,9.92,16.14
"664",31.69,98.5,4,0.03,2.45,0.33,88.22,7.6,712,6.07,4.49,88.6,1817.1,88.43,15849,4.42,1.53
"665",117.95,91.12,176,1.63,1.47,7.95,76.58,9.82,273,9.52,1.82,81.06,2156.5,87.36,15009,9.19,0.22
"666",241.05,90,231,1.87,0.66,8.23,74.3,14.36,754,12.13,3.29,73.75,3001.8,81.16,22922,9.29,1.58
"667",275.8,49.16,1237,7.55,15.52,39.47,64.12,13.33,6166,11.38,24.81,69.19,4870.3,69.97,24850,9.05,10.45
"668",822.52,58.37,15663,10.87,7.48,40.43,43.22,19.24,2606,17.53,1.43,49.22,3194.8,48.38,182044,15.52,0.52
"669",512.61,74.14,723,1.46,9.39,5.75,69.45,14.5,11718,13.18,17.18,72.16,5022.3,71.62,68223,11.69,6.67
"670",30.79,88.55,124,1.6,0.16,10.13,78.06,13.02,273,11.15,2.33,79.63,2046.9,81.54,11708,9.07,0.72
"671",6.61,93.48,246,1.96,0.89,0.36,76.49,12.26,239,11.54,1.72,75.35,1079.2,84.84,0,10.77,0.26
"672",41.82,95.71,86,0.72,0,1.35,66.06,14.14,249,14.02,1.95,69.97,1554,82.05,0,13.88,0.35
"673",181.64,80.61,446,2.84,0.18,17.84,75.01,12.9,450,10.78,2,77.21,1558.2,76.71,22537,8.42,0.43
"674",23.78,93.96,27,0.36,4.03,4.2,82.86,8.88,558,7.87,4.5,86.83,923.7,85.08,12099,6.84,1.47
"675",169.08,73.65,2181,6.71,18.8,19.03,67.53,11.95,10313,10.22,21.17,73.04,4794.1,69.74,48718,8.16,9.48
"676",117.16,81.31,733,3.78,0.33,10.97,65.79,15.99,676,13.82,2.83,69.81,3064.5,72.9,23921,11.39,0.54
"677",15.1,98.62,80,0.98,0.34,0.17,82.51,9.75,98,8.52,0.87,80.62,252.1,78.87,0,7.21,0
"678",154.55,87,123,2.21,0.47,12.05,73.68,14.37,147,12.66,1.25,76.08,1049.6,65.1,11765,10.66,0.46
"679",345.27,79.77,555,5.61,4.5,13.98,70.54,16.5,1371,14.85,7.05,72.24,5924.1,73.88,19438,13.13,3.64
"680",187.16,94.32,251,2.4,14.45,3.04,73.23,13.68,727,11.82,4.75,73.72,8070.6,82.65,15301,9.61,1.62
"681",31.75,88.97,33,0.17,1.49,0.41,89.18,8.86,3459,7.25,13.15,90.37,3985.3,86.53,26303,5.48,2.95
"682",38.28,91.88,90,1.17,0.1,1.33,81.46,11.15,121,9.53,1.09,82.35,1793.9,84.63,0,7.71,0.26
"683",110.3,52.11,1250,3.73,3.02,5.86,73.15,12.98,15598,11.8,30.77,80.2,3556.4,80.31,50686,10.77,15.95
"684",23.32,96.61,34,0.3,1.17,1.65,88.97,6.54,972,5.53,5.75,91.06,624.4,92.94,9850,4.48,0.36
"685",18.22,94.96,352,0.74,9.72,1.9,86.65,7.11,4759,5.9,6.98,88.81,1600.5,88.45,67857,4.62,1.45
"686",163.64,83.48,926,3.22,12.1,2.94,69.64,16.53,10338,14.02,21.36,71.14,2816.8,72.96,48404,11.39,11.75
"687",264.48,76.87,16162,3.76,3.13,3.44,65.81,14.05,120432,11.54,23.37,72.19,2027.3,73.7,515181,8.69,8.24
"688",25.86,98.95,69,0.68,1.79,0.5,85.72,8.93,385,7.51,2.65,86.9,642.6,80.97,6239,6.02,0.21
"689",164.32,94.67,931,3.23,4.19,4.46,67.22,12.57,563,11.2,1.61,69.05,2440.7,70.2,34881,9.47,0.17
"690",7.18,98.98,183,1.79,0.25,0.43,76.28,10.21,508,8.68,3.8,77.29,750.7,74.7,10208,6.94,0.2
"691",318.07,54.09,1058,7.42,0.39,45.09,40.76,17.6,150,14.98,1.01,48.56,1097.9,46.76,0,11.62,0.44
"692",150.98,80.73,389,3.18,0,9,66.89,13.77,358,14.68,2.32,70.36,186.8,75.95,0,15.47,0.83
"693",47.97,83.92,159,0.86,11.71,4.19,81.84,8.43,5045,7.04,20.63,83.53,8160.3,88.74,24458,5.49,7.81
"694",52.65,98.08,32,0.42,0.63,1.02,83.53,7.68,253,6.47,2.26,85.86,1627.4,81.51,10759,5.05,0.47
"695",161.55,64.08,215,1.93,1.19,6.37,67.5,12.98,5084,10.65,29.22,73.74,2402,74.97,17400,7.95,14.99
"696",5.15,94.55,201,2.28,0.12,0.88,81.25,8.27,1066,6.68,5.76,79.84,3730.7,80.04,0,5.19,4.27
"697",175.39,93.35,322,1.34,0.1,2.61,73.76,14.87,1243,12.72,3.7,77.07,3283.8,80.58,33574,10.41,1.79
"698",79.03,88.63,1144,2.78,1.25,9.42,62.99,14.75,1439,13.75,2.5,65.58,2006.2,69.32,57483,12.68,1.52
"699",173.22,72.5,952,5.49,0.7,2.48,63.46,12.86,4515,10.98,23.86,68.15,3675.8,74.49,0,8.92,7.9
"700",185.23,96.77,201,1.36,0.18,1.11,76.92,9.79,476,9.32,2.6,79.91,606.1,85.41,18334,8.8,0.21
"701",89.26,62.22,311,3.51,0.14,15.27,67.21,14.01,1268,13.03,11.15,73.62,959,75.79,0,12.02,3.88
"702",45.95,91.15,183,1.72,0.64,7.31,78.42,10.37,292,9.25,2,80.26,1612.7,80.18,14579,7.99,1.22
"703",42.17,99.05,82,0.71,0.62,0.46,89.08,5.74,188,4.98,1.18,90.78,507.3,90.33,11131,4.17,0
"704",25.07,96.46,18,0.2,5.31,0.31,90.27,4.8,1039,3.91,8.83,91.05,1561.2,90.79,11768,2.94,1.38
"705",61.28,96.63,166,0.75,1.29,1.06,85.53,7.68,980,6.78,3.39,86.51,1162.1,86.04,26209,5.69,1.12
"706",848.7,60.64,9790,7.94,1.72,16.01,55.92,17.73,25392,15.47,15.47,61.49,2876.8,64.98,164164,13.11,8.85
"707",1401.09,90.18,480,3.51,5.98,3.42,66.33,18.64,12282,15.57,34.01,67.66,18541.1,67.96,36118,12.89,14.36
"708",709.86,61.09,23779,14.34,10.77,31.53,42.05,16.76,14423,15.12,6.23,46.1,6248.1,46.18,231636,13.21,2.37
"709",43.27,87.49,606,1.3,1.22,3.57,73.94,13.35,3461,11.19,4.32,75.6,436.6,76.41,74195,8.99,2.75
"710",18.54,88.62,91,0.76,0.48,4.77,86.39,9.94,1123,8.47,5.06,88.01,1825.7,89.42,0,6.98,1.67
"711",81.89,95.69,30,0.39,3.54,0.46,74.63,14.32,345,12.08,3.4,75.92,4003.2,83.44,10152,9.54,0.82
"712",312.7,81.07,4164,5.62,2.95,2.39,58.43,12.51,16998,10.84,16.43,62.75,7247.1,62.77,103439,9.04,10.68
